task_count,completed_tasks,pending_tasks,team_size,average_completion_time,resource_allocation,historical_delays,blocker_count,predicted_delay_days,risk_level
67,32,35,14,13.9,0.5,4.6,2,7.4,HIGH
197,150,47,3,10.8,3.13,1.7,0,10.9,HIGH
30,27,3,8,29.0,0.08,0.9,1,5.4,MEDIUM
37,32,5,16,35.8,0.06,1.2,5,12.4,HIGH
43,38,5,26,8.1,0.04,0.2,3,3.1,MEDIUM
17,7,10,12,8.9,0.17,2.1,2,5.9,MEDIUM
196,92,104,3,39.7,6.93,0.5,1,36.1,HIGH
186,127,59,8,40.0,1.48,5.0,4,16.7,HIGH
88,77,11,5,16.3,0.44,1.6,3,6.6,MEDIUM
154,27,127,12,31.8,2.12,4.3,1,10.8,HIGH
197,63,134,3,24.6,8.93,9.3,2,45.0,HIGH
96,16,80,17,32.6,0.94,5.7,1,13.2,HIGH
97,58,39,8,42.2,0.98,9.1,2,15.7,HIGH
182,59,123,14,9.4,1.76,2.5,3,10.3,HIGH
78,26,52,6,38.7,1.73,0.5,2,11.9,HIGH
169,19,150,18,26.7,1.67,8.2,2,13.8,HIGH
181,66,115,22,29.7,1.05,6.1,3,10.1,HIGH
96,79,17,13,33.5,0.26,6.0,3,11.2,HIGH
110,28,82,29,44.8,0.57,3.5,0,8.2,HIGH
17,11,6,20,8.4,0.06,2.9,2,4.9,MEDIUM
86,53,33,8,7.2,0.82,0.0,1,5.1,MEDIUM
96,79,17,7,13.5,0.49,4.1,2,6.1,MEDIUM
52,8,44,9,47.4,0.98,0.3,5,16.4,HIGH
138,128,10,14,36.0,0.14,0.9,3,8.8,HIGH
118,67,51,6,31.8,1.7,2.4,5,13.9,HIGH
188,177,11,3,8.0,0.73,1.8,3,8.3,HIGH
161,140,21,10,42.9,0.42,0.0,3,11.3,HIGH
161,40,121,12,40.1,2.02,5.2,6,21.2,HIGH
26,2,24,25,33.9,0.19,6.3,2,7.2,HIGH
142,39,103,7,20.2,2.94,3.4,3,18.8,HIGH
157,82,75,27,9.0,0.56,2.3,4,8.9,HIGH
30,6,24,8,30.4,0.6,9.7,4,14.1,HIGH
67,13,54,26,36.2,0.42,0.4,2,7.6,HIGH
168,78,90,8,10.0,2.25,4.0,7,21.3,HIGH
119,9,110,20,32.6,1.1,0.4,2,8.7,HIGH
148,23,125,7,18.0,3.57,1.4,3,19.3,HIGH
189,80,109,12,38.1,1.82,2.6,4,13.9,HIGH
152,16,136,12,28.7,2.27,4.0,2,13.6,HIGH
144,58,86,8,11.4,2.15,0.0,1,9.5,HIGH
37,17,20,3,28.1,1.33,0.9,4,11.2,HIGH
60,27,33,20,22.6,0.33,2.3,3,8.5,HIGH
195,162,33,5,13.6,1.32,2.3,2,5.4,MEDIUM
14,7,7,27,41.3,0.05,3.0,1,5.5,MEDIUM
14,6,8,7,6.5,0.23,1.1,5,7.7,HIGH
103,43,60,18,19.1,0.67,2.3,0,3.0,MEDIUM
105,82,23,26,6.5,0.18,0.6,1,4.4,MEDIUM
17,14,3,6,10.0,0.1,0.6,3,8.0,HIGH
73,59,14,29,18.5,0.1,2.6,1,4.5,MEDIUM
147,96,51,8,8.3,1.27,3.5,1,3.5,MEDIUM
47,8,39,10,31.1,0.78,0.4,2,6.5,MEDIUM
120,35,85,26,9.6,0.65,0.4,5,6.0,MEDIUM
121,11,110,2,35.5,11.0,2.5,5,45.0,HIGH
90,79,11,2,8.2,1.1,0.9,3,9.6,HIGH
145,93,52,20,8.5,0.52,1.5,4,9.1,HIGH
113,81,32,7,18.8,0.91,1.5,3,5.8,MEDIUM
162,53,109,19,43.7,1.15,0.6,4,15.0,HIGH
82,66,16,11,32.9,0.29,0.0,4,11.0,HIGH
187,53,134,29,38.3,0.92,5.8,0,9.6,HIGH
58,2,56,12,11.9,0.93,3.8,2,8.2,HIGH
45,17,28,2,41.0,2.8,3.5,2,17.9,HIGH
135,76,59,2,6.3,5.9,2.4,2,28.4,HIGH
77,37,40,14,14.9,0.57,3.6,3,8.9,HIGH
87,71,16,6,31.9,0.53,8.2,1,9.4,HIGH
114,16,98,21,21.8,0.93,3.3,3,6.7,MEDIUM
178,97,81,2,47.3,8.1,0.9,3,45.0,HIGH
131,67,64,21,7.3,0.61,2.5,3,6.0,MEDIUM
128,38,90,4,47.9,4.5,1.8,3,30.3,HIGH
199,157,42,19,32.2,0.44,2.4,1,6.0,MEDIUM
123,89,34,10,29.5,0.68,2.2,1,5.7,MEDIUM
19,13,6,15,8.5,0.08,5.9,3,6.8,MEDIUM
158,132,26,28,17.5,0.19,3.2,2,3.8,MEDIUM
173,121,52,18,44.8,0.58,0.6,5,15.0,HIGH
149,38,111,24,20.9,0.92,0.2,2,5.2,MEDIUM
100,68,32,15,33.8,0.43,1.7,1,7.3,HIGH
11,3,8,5,48.0,0.32,0.0,4,10.2,HIGH
127,34,93,6,17.0,3.1,1.1,5,19.8,HIGH
22,2,20,27,30.2,0.15,1.4,2,8.6,HIGH
190,136,54,22,35.3,0.49,1.4,0,4.8,MEDIUM
169,116,53,18,12.9,0.59,11.6,2,8.6,HIGH
104,27,77,23,12.2,0.67,1.1,2,4.4,MEDIUM
153,110,43,26,25.2,0.33,0.9,3,6.2,MEDIUM
41,35,6,3,22.2,0.4,0.4,2,5.7,MEDIUM
41,6,35,24,36.0,0.29,2.1,4,12.0,HIGH
133,34,99,23,8.9,0.86,0.5,2,5.6,MEDIUM
20,14,6,6,46.8,0.2,2.9,3,11.0,HIGH
19,5,14,5,6.6,0.56,0.5,2,5.4,MEDIUM
24,14,10,5,31.3,0.4,2.6,1,4.1,MEDIUM
26,3,23,7,29.6,0.66,5.3,3,10.9,HIGH
177,80,97,21,11.7,0.92,0.1,3,7.4,HIGH
155,110,45,22,12.3,0.41,1.6,1,3.5,MEDIUM
192,128,64,14,39.3,0.91,1.9,3,10.4,HIGH
162,126,36,23,43.3,0.31,4.7,2,8.9,HIGH
68,57,11,6,17.9,0.37,1.9,4,6.7,MEDIUM
87,64,23,24,24.4,0.19,2.5,5,12.5,HIGH
133,87,46,26,20.9,0.35,4.7,3,8.1,HIGH
123,9,114,27,9.0,0.84,2.5,1,4.0,MEDIUM
31,16,15,24,34.3,0.12,1.3,0,2.9,MEDIUM
167,14,153,8,40.7,3.82,0.3,2,21.4,HIGH
181,140,41,21,18.8,0.39,3.9,3,7.0,MEDIUM
41,13,28,2,47.6,2.8,6.1,5,26.8,HIGH
188,104,84,15,9.2,1.12,10.5,5,15.4,HIGH
183,55,128,25,33.8,1.02,7.8,4,15.5,HIGH
122,92,30,5,24.8,1.2,4.8,3,11.9,HIGH
129,109,20,18,24.8,0.22,3.1,5,13.7,HIGH
158,64,94,22,25.2,0.85,4.6,4,11.6,HIGH
131,108,23,15,16.9,0.31,1.7,2,4.2,MEDIUM
41,11,30,17,36.1,0.35,2.7,3,10.2,HIGH
128,67,61,15,36.3,0.81,1.3,1,7.8,HIGH
48,39,9,17,17.9,0.11,1.2,2,4.2,MEDIUM
21,7,14,25,41.1,0.11,4.2,3,9.4,HIGH
184,167,17,21,19.3,0.16,1.8,2,5.0,MEDIUM
27,4,23,29,36.5,0.16,0.7,3,9.2,HIGH
158,10,148,9,11.1,3.29,0.7,1,15.1,HIGH
150,129,21,25,13.1,0.17,5.9,3,5.3,MEDIUM
158,17,141,4,19.3,7.05,3.4,1,34.1,HIGH
135,127,8,26,30.9,0.06,2.4,2,7.4,HIGH
145,131,14,20,33.1,0.14,1.5,3,7.8,HIGH
55,9,46,2,22.6,4.6,1.7,2,27.2,HIGH
113,60,53,3,9.3,3.53,0.2,1,17.3,HIGH
144,31,113,16,21.7,1.41,1.8,2,6.4,MEDIUM
160,69,91,23,34.9,0.79,4.8,3,12.6,HIGH
95,10,85,29,34.2,0.59,1.5,2,9.8,HIGH
159,39,120,11,12.7,2.18,1.5,2,10.2,HIGH
98,36,62,19,6.3,0.65,0.0,3,6.2,MEDIUM
31,13,18,23,37.6,0.16,1.8,3,8.5,HIGH
101,93,8,15,10.5,0.11,0.1,2,2.1,MEDIUM
38,29,9,18,9.5,0.1,2.5,2,6.3,MEDIUM
22,15,7,28,6.1,0.05,2.1,2,1.0,LOW
11,5,6,14,24.2,0.09,5.5,2,6.0,MEDIUM
38,30,8,2,27.1,0.8,2.6,1,5.6,MEDIUM
189,67,122,6,32.8,4.07,1.2,4,26.4,HIGH
36,24,12,27,18.4,0.09,2.2,0,0.0,LOW
59,55,4,14,35.8,0.06,3.6,1,7.8,HIGH
104,34,70,28,13.1,0.5,0.3,4,5.4,MEDIUM
160,105,55,26,40.9,0.42,2.9,2,6.9,MEDIUM
97,78,19,15,30.0,0.25,7.5,2,8.9,HIGH
53,46,7,25,30.5,0.06,1.1,2,4.4,MEDIUM
31,21,10,4,14.8,0.5,3.0,0,2.6,MEDIUM
180,54,126,16,9.1,1.58,5.2,1,6.6,MEDIUM
174,59,115,20,25.5,1.15,2.2,1,7.5,HIGH
198,13,185,18,31.9,2.06,3.8,3,13.9,HIGH
106,77,29,4,10.0,1.45,1.1,4,11.8,HIGH
193,17,176,17,45.9,2.07,1.1,5,20.1,HIGH
12,9,3,15,47.2,0.04,3.3,2,8.4,HIGH
127,19,108,13,28.9,1.66,3.7,2,11.6,HIGH
28,5,23,29,45.9,0.16,8.3,7,19.5,HIGH
32,15,17,13,13.5,0.26,0.8,2,5.1,MEDIUM
166,118,48,12,7.1,0.8,1.9,3,8.1,HIGH
39,6,33,18,7.7,0.37,0.9,5,9.6,HIGH
48,21,27,9,30.7,0.6,0.3,2,6.9,MEDIUM
117,56,61,18,8.6,0.68,1.5,2,6.4,MEDIUM
120,28,92,22,46.3,0.84,1.4,4,14.8,HIGH
34,5,29,26,12.0,0.22,0.9,2,4.2,MEDIUM
137,109,28,24,18.8,0.23,1.1,0,2.1,MEDIUM
120,60,60,21,40.5,0.57,1.3,1,8.2,HIGH
145,9,136,12,15.2,2.27,13.5,1,16.3,HIGH
115,88,27,26,16.2,0.21,4.6,1,5.7,MEDIUM
195,181,14,26,33.0,0.11,0.2,3,8.9,HIGH
153,91,62,3,17.6,4.13,6.2,0,19.4,HIGH
81,40,41,11,15.1,0.75,3.0,5,9.3,HIGH
138,115,23,11,16.7,0.42,6.6,4,10.8,HIGH
117,106,11,12,26.6,0.18,1.3,1,4.8,MEDIUM
14,10,4,29,46.6,0.03,1.9,5,12.9,HIGH
12,5,7,7,41.0,0.2,6.8,4,11.7,HIGH
141,82,59,5,18.0,2.36,1.0,4,17.0,HIGH
113,76,37,25,21.3,0.3,7.4,2,8.1,HIGH
73,16,57,13,25.5,0.88,5.3,3,8.9,HIGH
115,52,63,12,47.1,1.05,11.8,4,18.0,HIGH
107,85,22,24,13.2,0.18,1.2,1,0.9,LOW
19,12,7,24,21.0,0.06,0.8,2,5.2,MEDIUM
158,66,92,28,36.6,0.66,1.2,2,10.5,HIGH
137,88,49,27,46.5,0.36,9.3,2,12.1,HIGH
55,8,47,26,12.5,0.36,1.2,2,4.4,MEDIUM
164,67,97,14,15.5,1.39,2.5,1,5.4,MEDIUM
75,57,18,6,15.5,0.6,1.6,1,3.3,MEDIUM
178,44,134,7,6.9,3.83,1.5,4,21.7,HIGH
121,26,95,2,31.4,9.5,0.6,6,45.0,HIGH
22,19,3,7,34.2,0.09,2.3,5,12.1,HIGH
146,34,112,19,31.3,1.18,5.7,3,12.1,HIGH
173,49,124,23,9.0,1.08,0.2,6,11.8,HIGH
95,87,8,10,8.9,0.16,6.6,2,4.7,MEDIUM
99,70,29,25,14.8,0.23,3.3,2,6.2,MEDIUM
67,45,22,26,18.2,0.17,2.9,3,8.4,HIGH
63,51,12,16,39.0,0.15,2.9,4,9.1,HIGH
21,3,18,27,12.7,0.13,1.1,2,4.8,MEDIUM
23,15,8,9,7.9,0.18,1.6,6,11.7,HIGH
130,65,65,20,22.5,0.65,4.8,2,9.1,HIGH
171,136,35,25,23.5,0.28,1.1,2,6.8,MEDIUM
190,96,94,17,24.9,1.11,1.9,1,9.4,HIGH
130,79,51,7,40.7,1.46,0.1,2,10.7,HIGH
29,13,16,7,10.1,0.46,4.0,3,8.6,HIGH
84,40,44,23,35.6,0.38,1.6,2,7.7,HIGH
153,113,40,4,20.2,2.0,2.2,3,11.3,HIGH
79,48,31,11,19.0,0.56,0.4,2,5.9,MEDIUM
65,40,25,2,45.2,2.5,14.4,0,20.0,HIGH
110,50,60,29,16.4,0.41,1.1,1,3.4,MEDIUM
195,102,93,15,33.0,1.24,3.0,4,10.9,HIGH
141,101,40,5,17.6,1.6,2.6,3,8.2,HIGH
120,95,25,27,27.3,0.19,4.6,2,8.1,HIGH
134,90,44,13,39.0,0.68,1.0,1,6.5,MEDIUM
141,124,17,7,43.0,0.49,4.2,0,7.3,HIGH
29,22,7,12,41.2,0.12,1.4,2,8.4,HIGH
147,81,66,13,30.5,1.02,1.6,1,6.6,MEDIUM
33,21,12,11,16.5,0.22,3.4,2,4.8,MEDIUM
163,144,19,19,33.8,0.2,4.6,1,6.4,MEDIUM
46,27,19,8,35.8,0.48,3.3,2,9.3,HIGH
63,49,14,8,6.4,0.35,6.9,3,8.9,HIGH
112,75,37,12,24.4,0.62,1.0,3,6.9,MEDIUM
158,86,72,5,41.4,2.88,6.9,6,26.8,HIGH
47,12,35,21,26.6,0.33,0.4,1,2.8,MEDIUM
183,79,104,2,19.1,10.4,3.2,2,45.0,HIGH
13,11,2,14,42.6,0.03,2.4,1,6.1,MEDIUM
197,126,71,19,12.5,0.75,2.0,2,6.5,MEDIUM
66,36,30,10,14.7,0.6,1.1,3,6.3,MEDIUM
182,161,21,27,34.9,0.16,2.1,2,8.6,HIGH
29,16,13,25,20.8,0.1,0.5,3,7.6,HIGH
26,13,13,25,35.9,0.1,1.4,3,9.1,HIGH
128,93,35,10,12.6,0.7,0.3,2,4.5,MEDIUM
80,55,25,24,16.6,0.21,2.5,3,5.2,MEDIUM
13,2,11,10,12.6,0.22,0.3,6,11.4,HIGH
23,10,13,11,46.0,0.24,0.5,1,6.8,MEDIUM
12,5,7,29,23.0,0.05,0.3,2,4.5,MEDIUM
89,34,55,3,20.2,3.67,1.4,2,18.7,HIGH
195,100,95,7,6.6,2.71,5.5,3,15.1,HIGH
64,26,38,16,12.4,0.48,7.1,3,10.0,HIGH
141,32,109,4,23.7,5.45,0.2,3,30.0,HIGH
129,54,75,12,8.9,1.25,3.0,1,3.4,MEDIUM
33,3,30,7,27.5,0.86,3.5,1,6.5,MEDIUM
171,97,74,4,25.1,3.7,2.3,3,20.4,HIGH
167,136,31,25,38.2,0.25,3.3,3,10.7,HIGH
91,63,28,12,33.7,0.47,0.8,0,4.6,MEDIUM
156,58,98,16,24.7,1.23,2.0,3,11.5,HIGH
168,21,147,14,15.4,2.1,1.5,4,11.8,HIGH
197,45,152,21,36.5,1.45,0.3,3,13.0,HIGH
69,37,32,29,35.7,0.22,2.9,6,14.8,HIGH
156,36,120,11,12.4,2.18,2.1,1,7.7,HIGH
58,31,27,7,44.4,0.77,1.0,4,15.0,HIGH
72,18,54,16,8.7,0.68,1.9,2,5.3,MEDIUM
119,96,23,26,8.3,0.18,4.5,4,7.2,HIGH
159,64,95,19,13.9,1.0,4.9,0,5.5,MEDIUM
161,43,118,19,44.2,1.24,3.1,5,15.0,HIGH
118,92,26,8,27.8,0.65,1.9,4,11.8,HIGH
85,30,55,16,39.1,0.69,2.6,0,5.8,MEDIUM
39,5,34,19,15.6,0.36,1.5,4,7.4,HIGH
67,37,30,19,26.6,0.32,0.4,3,5.7,MEDIUM
126,72,54,21,21.0,0.51,1.5,2,4.5,MEDIUM
168,116,52,10,40.8,1.04,2.3,3,12.0,HIGH
109,29,80,25,6.9,0.64,2.7,1,2.2,MEDIUM
28,12,16,3,16.2,1.07,8.2,3,11.3,HIGH
185,56,129,9,12.4,2.87,4.5,3,16.5,HIGH
182,22,160,21,42.1,1.52,0.5,1,8.7,HIGH
103,86,17,3,25.6,1.13,0.6,5,12.9,HIGH
192,135,57,12,23.0,0.95,0.3,1,4.7,MEDIUM
122,39,83,27,24.9,0.61,4.0,1,7.4,HIGH
192,113,79,8,46.8,1.98,3.7,4,15.9,HIGH
155,35,120,7,41.7,3.43,12.9,1,25.1,HIGH
72,61,11,11,35.7,0.2,2.2,2,7.5,HIGH
125,19,106,6,18.2,3.53,5.3,3,20.5,HIGH
122,6,116,12,12.9,1.93,2.6,2,11.0,HIGH
56,28,28,2,44.7,2.8,6.2,1,19.3,HIGH
66,37,29,3,23.8,1.93,3.8,2,11.8,HIGH
127,72,55,25,17.7,0.44,3.1,2,5.4,MEDIUM
54,5,49,2,25.8,4.9,2.5,2,26.0,HIGH
170,56,114,20,44.5,1.14,3.9,2,10.3,HIGH
154,76,78,3,22.3,5.2,1.6,1,27.6,HIGH
13,3,10,22,29.6,0.09,0.3,2,6.6,MEDIUM
157,131,26,21,39.7,0.25,0.1,0,4.8,MEDIUM
56,7,49,24,23.9,0.41,2.0,2,5.6,MEDIUM
152,74,78,22,15.8,0.71,2.7,1,6.7,MEDIUM
56,37,19,25,47.8,0.15,0.2,2,7.6,HIGH
87,24,63,5,46.2,2.52,1.0,2,16.4,HIGH
133,81,52,13,41.4,0.8,1.2,1,9.9,HIGH
84,66,18,23,34.9,0.16,2.5,1,5.7,MEDIUM
112,24,88,21,18.4,0.84,1.0,0,4.7,MEDIUM
146,127,19,19,44.4,0.2,0.3,5,13.3,HIGH
99,54,45,2,17.6,4.5,0.5,3,23.7,HIGH
153,48,105,2,39.6,10.5,0.6,2,45.0,HIGH
78,34,44,25,44.6,0.35,5.5,4,12.8,HIGH
70,23,47,15,31.3,0.63,1.0,3,9.7,HIGH
147,103,44,5,39.7,1.76,3.8,1,12.9,HIGH
59,45,14,6,39.3,0.47,2.5,2,9.3,HIGH
12,9,3,12,14.1,0.05,11.3,5,13.0,HIGH
116,108,8,25,34.1,0.06,1.0,1,3.6,MEDIUM
122,92,30,29,9.9,0.21,0.5,4,8.4,HIGH
103,60,43,24,27.3,0.36,0.2,5,11.6,HIGH
127,45,82,14,12.8,1.17,0.8,1,4.9,MEDIUM
90,48,42,17,23.5,0.49,3.5,3,8.1,HIGH
118,10,108,25,41.0,0.86,0.3,1,7.5,HIGH
60,43,17,14,47.5,0.24,0.8,1,6.1,MEDIUM
156,70,86,25,19.4,0.69,5.8,2,5.8,MEDIUM
179,12,167,23,28.3,1.45,2.6,1,7.4,HIGH
44,4,40,27,27.5,0.3,0.2,3,6.2,MEDIUM
55,21,34,3,46.1,2.27,0.1,3,16.2,HIGH
163,93,70,17,26.1,0.82,0.2,2,6.1,MEDIUM
78,36,42,7,35.4,1.2,8.5,3,13.7,HIGH
102,61,41,15,44.7,0.55,5.7,4,14.0,HIGH
73,35,38,2,21.7,3.8,5.6,2,18.1,HIGH
174,112,62,18,43.9,0.69,7.7,1,10.8,HIGH
58,14,44,12,44.5,0.73,2.1,2,10.1,HIGH
158,23,135,20,45.1,1.35,0.9,4,15.3,HIGH
83,48,35,4,17.4,1.75,1.5,1,6.8,MEDIUM
14,6,8,12,22.8,0.13,3.8,2,7.3,HIGH
109,8,101,6,42.6,3.37,6.3,3,24.3,HIGH
79,31,48,18,21.1,0.53,1.7,3,7.9,HIGH
99,14,85,27,31.2,0.63,2.3,3,8.3,HIGH
13,6,7,23,11.0,0.06,8.1,3,9.5,HIGH
135,54,81,8,8.4,2.02,0.3,3,12.6,HIGH
48,28,20,11,23.3,0.36,5.9,2,9.7,HIGH
172,133,39,29,30.3,0.27,0.5,2,5.5,MEDIUM
138,44,94,12,22.5,1.57,2.0,2,9.3,HIGH
33,30,3,4,30.3,0.15,0.7,3,5.8,MEDIUM
66,35,31,21,27.6,0.3,2.8,2,4.5,MEDIUM
109,66,43,11,34.8,0.78,2.5,2,9.5,HIGH
79,52,27,28,33.3,0.19,1.4,5,11.5,HIGH
50,32,18,11,23.8,0.33,6.0,3,7.6,HIGH
191,97,94,15,23.8,1.25,3.2,4,11.9,HIGH
183,79,104,13,11.9,1.6,3.8,1,8.1,HIGH
69,6,63,16,27.6,0.79,0.5,1,5.4,MEDIUM
117,8,109,11,30.7,1.98,6.4,2,15.3,HIGH
197,73,124,11,26.0,2.25,0.5,1,9.8,HIGH
66,23,43,27,19.7,0.32,0.8,7,14.1,HIGH
40,15,25,20,36.3,0.25,0.4,2,6.5,MEDIUM
93,16,77,2,9.1,7.7,1.7,3,42.9,HIGH
161,115,46,25,44.4,0.37,6.6,2,9.4,HIGH
45,36,9,27,6.9,0.07,0.9,0,0.8,LOW
167,149,18,11,46.4,0.33,1.4,5,14.1,HIGH
161,79,82,3,25.4,5.47,5.6,1,30.0,HIGH
117,79,38,18,23.3,0.42,2.9,1,4.4,MEDIUM
115,94,21,25,16.8,0.17,4.2,5,10.7,HIGH
167,71,96,8,6.4,2.4,0.7,2,11.3,HIGH
95,31,64,8,17.5,1.6,3.8,2,8.2,HIGH
144,128,16,21,10.6,0.15,0.8,1,4.0,MEDIUM
172,88,84,28,33.7,0.6,13.1,2,12.5,HIGH
192,95,97,10,19.4,1.94,2.5,3,10.2,HIGH
23,4,19,23,38.2,0.17,3.6,2,7.5,HIGH
129,19,110,3,14.7,7.33,0.4,3,40.7,HIGH
147,118,29,15,43.8,0.39,0.9,2,7.5,HIGH
89,53,36,18,28.0,0.4,0.5,2,6.7,MEDIUM
153,52,101,2,10.8,10.1,1.5,2,45.0,HIGH
191,42,149,10,22.8,2.98,1.0,2,14.0,HIGH
115,63,52,21,14.7,0.5,4.0,1,4.9,MEDIUM
79,45,34,22,14.4,0.31,0.3,2,3.6,MEDIUM
53,12,41,20,27.3,0.41,4.2,4,12.6,HIGH
82,66,16,5,34.2,0.64,0.1,2,8.8,HIGH
54,6,48,29,44.3,0.33,0.7,3,11.6,HIGH
193,71,122,9,27.1,2.71,4.7,3,19.4,HIGH
116,76,40,14,46.6,0.57,4.1,4,14.7,HIGH
93,27,66,5,45.5,2.64,1.9,1,14.5,HIGH
91,72,19,10,42.3,0.38,0.2,3,9.4,HIGH
116,83,33,10,27.0,0.66,2.8,3,9.9,HIGH
194,147,47,23,11.9,0.41,1.6,4,7.6,HIGH
30,4,26,19,15.2,0.27,1.1,4,7.4,HIGH
187,33,154,13,33.2,2.37,3.1,0,12.6,HIGH
170,52,118,11,23.7,2.15,1.7,1,11.5,HIGH
16,8,8,12,12.2,0.13,0.3,2,2.5,MEDIUM
